Lingua;Type;Country;Gender;Age;Education;Education_2;q1;q2;q3;q4;q5;q6;q7;q8;q9;q10;q11;q12;q13;q14
Eng;Veterinarian;United Kingdom;M;>60;specialization course (master, PhD degree) ;Vet;See 5 freedoms, especially freedom to express natural behaviours, all the others will affect productivity on one way or another;will: stad still, put ears forward or back depending on its perception of a threat;is not well. nervous;will not run away  hold ears in upright position;will turn away, run away, hold ears back;hold ears upright, or back or forward;be nervous and run round looking for a way to find others;i don't like this question as it is asking me to empathise and i think we need to concentrate on actions in the first place;i don't like this question as it is asking me to empathise and i think we need to concentrate on actions in the first place;human interactions and interactions with other sheep position in field normal activity;does it approach feed confidently or warily with a group or on its own eat without looking round;too variable;don't understand question all signs are manifest by definition;don't understand question all signs are manifest by definition abnormal behaviour compared with what?
Eng;Technician;India;M;41-50;university degree ;Engineering, M.B.A.;I believe in animal rights. They are no need for us to use sheep.;I believe in animal rights. They are no need for us to use sheep.;I believe in animal rights. They are no need for us to use sheep.;I believe in animal rights. They are no need for us to use sheep.;I believe in animal rights. They are no need for us to use sheep.;I believe in animal rights. They are no need for us to use sheep.;I believe in animal rights. They are no need for us to use sheep.;I believe in animal rights. They are no need for us to use sheep.;I believe in animal rights. They are no need for us to use sheep.;I believe in animal rights. They are no need for us to use sheep.;I believe in animal rights. They are no need for us to use sheep.;I believe in animal rights. They are no need for us to use sheep.;I believe in animal rights. They are no need for us to use sheep.;I believe in animal rights. They are no need for us to use sheep.
Eng;Veterinarian;United States;F;21-30;specialization course (master, PhD degree) ;Doctorate of Veterinary Medicine;Adequate nutrition, access to pasture, health care maintenance (foot care in particular), socialization, access to health care or euthanasia when incapacitated, humane slaughter. ;Observes the reaction of the flock and responds accordingly. If the noise is overwhelming, the sheep flees. ;Becomes distressed, flees at any stimulus, and attempts to rejoin the flock. ;Calmly grazes, stands, looks around at ease. ;Remains alert, does not graze. ;feels afraid momentarily, then assess the situation. ;feels afraid;feels at ease;feels afraid;Flood condition (slick, god traction, concrete vs. soil), adequate cushion for resting, adequate shelter from the elements. ;Lushness of wool, body condition;Hoof condition, luchness of wool, body condition, mucous membranes. ;% of animals at attention vs. calmly grazing;% of animals at attention vs. calmly grazing.exhibitions of stereotypical behaviors, aggression. 
Eng;Technician;United Kingdom;F;31-40;specialization course (master, PhD degree) ;Msc Zoology (with interest in Animal behviour);It needs to have the skills and temperament to survive in the environment it is to live in i.e. fit for purpose. It needs an experienced stockperson able to manage it efficietently within this environment, someone who can provide suitable feed, medicine, housing etc to maintain it's health and enable it to be productive.;Raise it's head, turn to face the direction the noise came from with ears pricked and eyes fixed. If a fear provoking noice it will seek social contact with other sheep, may flock together and head for high ground/corner of pen. If it's a positive noise i.e. quad bike coming with feed, it may vocalise repeatedly and approach the location the noice is coming from.;Is stressed, if by own choice it is either in pain, ill or may be giving birth. ;Can be afferctionate, calm and make measured behavioural choices.;Is wary, can be fearful and react on insticts alone with little thoughtful response.;may react with fear, feel an adrenaline rush and simple instinctively act. may feel excited, approaching it's lamb, a bag of rustleing feed.;stressed, unhappy, anxious.;relaxed, at ease;wary, uncertain, fearful;cleanliness, bedding, suitable shetler, space allowances;space allaowances, feed quality, cleanliness;lameness, wool appearance, body condition, skin health, conformation ;Reactions of sheep, general 'mood' of flock, fear response, positive maternal behiavour;flightiness,fear response, reactions to stockperson/working dog, negative maternal behaviour
Eng;Veterinarian;New Zealand;F;31-40;specialization course (master, PhD degree) ;PhD Animal Behaviour and Neuroscience;The five freedoms of animal welfare need to be met - its behavioural, physical and health needs should be met. ;Depends on the noise. An unfamiliar noise, it will probably startle and retreat away form the noise.   A dam will often move towards offspring if the lamb vocalises. It may be trained to move towards other noises such as food being placed in a pen etc.;Attempts to rejoin the flock, becomes agitated, often vocalises and may show increased activity in attemping to rejoin the mob.;Will show a reduced flight zone / response or may move towards the person depending on the situation / person / relationship / prior experiences;Is likely to retreat away from the person, unless it has had a large amount of positive interaction with people previously.;Is likely to feel stressed at a loud unfamiliar noise. If the noise is her lamb or food, in which case she is likely to feel positive feelings. ;Stressed, hypervigilant - in the short term. If isolated for a long time, she may start to show signs of depression, listlesness etc;Sheep are likely to feel more relaxed in the company of familiar animals. They may start to associate a person as a familiar presence in their life and may start to associate the person as a companion. This is more likely to happen if the sheep is housed alone with no other animals for company. ;Is likely to feel fearful. ;lameness, signs of disease, body condition score, abnormal posture, signs of dehydration, injury;body condition score, emaciation, listlessness, activity, grazing behaviour if on grass, ;lameness, signs of disease, injury, alertness, presence of mud / excrement on the fleece, ;Alert to noise etc, with the mob, grazing / eating / drinking normally, behaving as the sheep normally would (i.e will move away from people if the sheep usually acts that way);Listless or hypervigilant, not moving with the mob, not eating / drinking, behaving in any manner different to how the sheep usually would 
Eng;Farmer;Australia;F;31-40;specialization course (master, PhD degree) ;Animal Science;Companions of its own species. Protection from predators such as dogs, access to suitable nutrition/water.  Protection from inclement weather through wool or shelter such as trees.  Freedom from frequent exposure to invasive and painful husbandry procedures.  Quiet handling.;Depends on the noise.  If novel, sharp or loud sheep may perform startle response, urination, vigilance.  May run away.  If the sound of a conspecific may respond with volcalisation.;Will be vigilant, perform locomotory behviours, vocalise, attempt to return to or find flock mates.;Will follow, perform runimation and resting, affiliative interactions;Flee, be vigilant and orient to the direction of the unfamiliar object/person.  Vocalise, urinate.;Depends on the noise.  If a noise which elicits a fear response the animal is likely to be frightened, anxious.  If the sound of a familiar conspecific the sheep is likely to calm.;Anxious, frightened;Calm, relaxed;Anxious, frightened;Neighbour's sheep are raised extensively in large paddocks.  Lambing paddocks are south west facing with little shelter.  Consequently in cold winters lambing losses are in the vicinity of 30-40%;Amount of pasture in the paddocks being grazed by sheep.  Number of dead sheep in the paddock.  Condition score after shearing.;Dead or flystruck sheep, lambing losses, recumbent sheep at any time. Respiratory rate on hot days when in paddocks with no shade.;Grazing, resting;Flight behaviour of no obvious cause.  Individuals isolated from main flock or groups.
Eng;Farmer;Australia;F;51-60;university degree ;Bachelor Applied Sc Bachelor Ed Grad Dip Ed currently doing Masters;open pasture variety of feed natural grasses water  shelter companions;stop eating and look alert;want to return to the herd;grazes but is alert to any changes in location to the animlas/humans it is familiar with;will stop grazing look alert gather together in numbers step forward a few steps to investigate and analyse the unfamiliar object;alert a little concerned needing to know what the noise is;worried / scared / in danger;comfortable safe;wary cautious;cleanliness of wookl / coat;quality of coat condition of animal;eyes - for discharde nose - for discharge fecal matter caught in tail area breathing rate;eating and grazing whilst alert  ;sheep making vocal noises sheep running away from humans / other animals in fear
Eng;Farmer;Australia;F;41-50;university degree ;Bachelor of Science;sufficient space, good nutrition and health care, low level of stress;will cease movement, identify source of sound, react with either flight or relaxes back to activity.;Bleats, doesn’t eat, is stressed, is anxious and flighty;is at ease, relaxed;is cautious and flighty;feels alert, ready for flight response, so adrenaline release will make it feel nervy;feels stressed and nervy;feels comfortable ;feels stressed;Weather proof, spacious enough, sturdy, easily accessible, clean;sufficient space for feeding whole flock, cleanliness, access ;Healthy looking animals, no lethargy, no sign of disease, no lameness, no fly strike, no broken legs/wounds, good quality/clean fleece;flock remains together easily, peaceful grazing, relaxed walking/trotting across paddocks;nervy behaviour, flock disrupted easily, restless grazing, non-grazing, continual erratic movement
Eng;Farmer;Australia;F;31-40;university degree ;Performance horse management, ewuine science;Flock, good fodder, clean water, good vet care;runs randomly;tries to return to it by most direct route meaning they can be stuck at a fence with open gate not far awsy;baas;baas;feels scared;feels scared;feels hungry (we bottle raise lambs);feels hungry!;Good, have a lama for protection and good shelter;nice and fat;good;young ones that get stuck outside padfock then never return to flock just live on side of road;see above...
Eng;Veterinarian;United States;F;51-60;specialization course (master, PhD degree) ;Doctor of veterinary medicine;Good hay, clean water, preferably a dry place to lay, but wool Is a great insulator. Under domestic management, certain vaccinations and parasite control;Puts head and ears up. May scamper away;May or may not try to rejoin;Approaches   Tolerates closeness physically. ;Bounds away to a safe distance  ;Alerts, head up ;May be content, may seek to rejoin them;Is quieter. Tolerates more closeness;Larger safe zone, more likely to try to run aqay;Clean, dry, ventilated, free of sharp objects;Clean feed-fresh, smells good. No dust or mold;Frolic and scamper curious approach to feed;Ears up. Appetite. Scamper. Approach for feed;Head down, ears down, not eating, separate frol flock, laying down. Dirty from laying. Dull acting
Eng;Farmer;United Kingdom;F;41-50;specialization course (master, PhD degree) ;Reg farrier. BDS INtermediate cert.;Space in a field (depending on breed) Housing with clean fresh bedding at lambing if weather is bad,  then back out as soon as the lambs are strong and weather better.  Natural feed as much as possible with the right balance of minerals available in a feed block specific to your area. Feet and teeth tended to regularly and a clean backend.;Stop, look then ignore if it's not a threat....depending on the nosie. Most noises they ignore.;....if it's a Shetland or North Ronaldsay they don't really care, Natural flocking sheep will try to get back to a flock of some kind in a hurry. ;will be wary.;will be wary and may run from them.;depends on the noise, a dog barking viciously will cause distress. A tractor bringing food will have them charging up in anticipation.;Panic and fear.;Suspicion;Fear;No mud, clean backsides, good fleece. Active and inquisitive. No one hopping lame.;Good fleece,  clean backsides, bright eyes and active and looking well.;See above;Quiet grazing,  cudding contentedly, occasional  headbutting between flock members. Occasional gadding about.;Not spending enough time grazing, too much lying about, lying flat out. no gadding about ever. Lying about not cudding. Lethargy. Looking poor.
Eng;Farmer;United Kingdom;F;51-60;specialization course (master, PhD degree) ;Animal science;Yes;What sort of noise? Sheep will come too me if I call, they might be alert at sound of dog, walkers etc They respond to the vocal call of others in the flock. What they do will depend on previous exposure.;depends on the sheep! Depends on the circumstances surrounding the isolation, is the animal lambing, being fed, ill, ??;"which?? people or animals - which sheep in relation to which animals or people - what has happened with the ""familiar"" people do the herd with dogs, do they bring feed, is the sheep hungry, is it tupping or breeding time";See above?;"Do you know how a person feels and that is within the same species. This is an impossible question to ask and dangerous to assume that we have any comprehension of how an animal ""feels""";see above;see above;see above;What do you mean by this, is this the condition of the building or the condition of the sheep within the building?  ;"Where is this in the housing or on grazing ground?   If I cannot put my hand on the sheep to assess body condition score it is difficult and condition will be related to stage of production.  Or are you asking about the feed ""condition"" common practice is to have feeds analysed so I would need to talk to him about what he is feeding. ";How close can I get? from a distance, mobility, flock behaviour and fleece condition;Normal behaviour? - question is not clear to me;Abnormal behaviour? -question is not clear to me
Eng;Veterinarian;Austria;F;31-40;specialization course (master, PhD degree) ;veterinary medicine phD agriculture;other sheep good feeding appropriate housing health check;errects head and ears;is vocalising to find others again is fearful;can be confiding;is cautious, standing, watching;arousal;anxious;curious, relaxed;uneasy;dry lying area shelter fresh feed good hay clear water frequently removed excretes;touch back of sheep;head - signs of disease breathing faeces (udder) claws lamb condition;flock behaviour lambs - play? feeding/grazing resting;isolation kneeling grazing disability of standing/walking sham chewing stretched neck hampered respiration
Eng;Veterinarian;Canada;F;51-60;specialization course (master, PhD degree) ;Masters in animal welfare ;other sheep ;is fearful and reacts by fleeing ;will vocalize, will show a stress response ;will not show a stress response, will be easier to handle ;will be difficult to handle, will show a stress response;is afraid;is stressed and will struggle to return to the flock ;will not try to flee;will try to escape, will hide any pain ;cleanliness, lameness, body condition, water availability, ventilation, feeding points, litter condition  ;body condition, type of feed and how it is provided;eyes and ears, lameness, diarrhea, coughing and sneezing ;lying behaviour, feeding ;lameness, vocalization 
Eng;Veterinarian;United Kingdom;F;21-30;university degree ;Vet degree Masters in environment development and Policy;Good welfare including - access to food and water at all times, shade or shelter. To be housed outside and on a diet of grass and/or hay. to have their feet checked regularly. No mutilations. Minimal handling and any transportation would be less than 8 hours.;will be alert and look for others within the herd. They may move closer together and away from the noise;will bleet and attempt to find others. Teh sheep will have a stress response;May move closer the person or animal or at least not move away;Move away. Find others within the herd. Remain alert.;Stressed;Stressed;comfort, happiness, excitement (if farmer coming to feed for instance);Nervous, possibly stressed;Breathing of sheep and health (coughing) Lameness  - to see if the flooring is ok lying conditions - how they are all lying, if they are lying, where. the coat of the sheep - how clean is it.;body condition score (with a dental check aswell though as often teeth can be the problem) Also observe how they are eating and if all the food is being eaten;Body condition score lameness faeces around the tail;alertness flocking behaviour chewing etc on pasture ;stereotypies hobbling - lameness problems nervousness - huddling together persistant bleeting
Eng;Veterinarian;Trinidad and Tobago;F;41-50;specialization course (master, PhD degree) ;DVM, PhD in Epidemiology;food and water, shelter, free from disease, exercise;run;lie down;engage;run;afraid;afraid;comfortable;unsure;sanitation, safety, comfort;adequate space, feed water, condition of troughs;body condition;how they interact;pain, bellowing, degree of interaction
Eng;Farmer;United States;F;51-60;high school ;high school is all;well taken care of.. good food, shelter, veterinarian care, etc;the sheep is hearing or seeing something and is speaking out;will bleep and bleep until he is with the others ;very content;unsettled, nervous, on guard;scared, something bothering him;unsettled, nervous;content;nervous;chewing their cud;clean bowl, clean water, good feed;clean shavings, draft free place, clean;content;unsettled
Eng;Farmer;Lesotho;F;41-50;specialization course (master, PhD degree) ;Epidemiology;Clean environment, access to clean feed and water, shelter, protection against diseases, access to treatment;Run away trying to protect itself which might hurt it;will feel frightened would strike to join the flock;be calm and enjoy the suroundings;always tries to get away and will screem;uneasy and fearful move around trying to escape;will feel frightened would strike to join the flock;be calm and enjoy the suroundings;always tries to get away and will screem;poor housing;insufficent feeding;fair;fair;none
Eng;Farmer;Canada;F;41-50;university degree ;college degree in Veterinay technology ;Clean water  adequate shelter with clean bedding nutrition  ability to be outside and live naturally in a flock setting low stress  preventative health care, feet, vaccines, shearing  Fresh air !;If unfamiliar they will avoid the situation and if very frightened will harm themselves attempting to escape. ;Is very distressed, calls continuosly, paces, poor foraging.  ;comfortable if people treat them well and take a bit of time to socialize them.  Negative experience is remembered.  Assuming the familiar people are experienced with sheep and understand their behaviour. ;frightened and leary ;If unfamiliar they will avoid the situation and if very frightened will harm themselves attempting to escape;Is very distressed, calls continuously, paces, poor foraging;comfortable if people treat them well and take a bit of time to socialize them.  Negative experience is remembered.  Assuming the familiar people are experienced with sheep and understand their behaviour. ;Frightened and leary ;shelter  Cleanliness  pasture  feed quality cleanliness of animal odour  lame sheep  thin sheep  noisy sheep  ;adequate access to feed  clean feed receptacles enough space for all animals to feed  quality feed not mouldy or dusty feed available most of the time if not always ;fleece cleanliness  clear eyes bright, active   sound  diarrhea , dirty back end  overal picture of good health  discharge  Animals are together, none being left behind or isolating themselves;flocking instinct  generally quiet  feeding  ruminating  ;paceing  not eating  isolating themselves  lying down for extended periods  diarrhea  droopy  bloated  belching excessively  poor weight when others are fine  Sheep sometimes just look like they don't feel well.
Eng;Technician;Australia;F;21-30;university degree ;Bachelor of Animal Science;The correct nutrition combined with effective management. eg, shearing, drenching, treatment. ;Raise its head and look around. ;Will look frantically around for others in the mob and attempt to rejoin them. ;Will be comfortable in their presence and may even approach if they are used to being hand fed. ;Will turn and walk/run away when the person enters their flight zone. ;nervous and possible scared or even curious. ;Frightened and nervous, anxious;comfortable, happy, excited (if getting fed);nervous, wary, frightened. ;Is there any shelter? Is there enough shade for the sheep? If they are in a feedlot what are the living conditions like? ;How much feed is on the ground? Is it palatable to sheep? Is there any supplementary feeding being provided? ;What is their body condition score? How much wool have they got? Are the itching or flystruck? Are they eating? ;Are they eating normally? Are they together as a mob? ;Are there some sheep standing alone and away from the mob looking depressed? 
Eng;Farmer;United Kingdom;F;41-50;university degree ; Biochemistry/Chemistry B Sc ;Good grazing/food, access to water at all times , shelter regular worming/fluke treatments;Will seek the protection of the rest of the flock;Will be distressed and will search for her companions and call to them;Is relaxed and happy;Can become worried, will seek the protection of her flock;Frightened, threatened;Will feel fear , isolation;Is comfortable, calm;Will feel stressed;They are housed indoors throughout the year in overcrowded conditions;They are well fed;They look in good health;They are unable to behave normally;They have no access to grass, they call out when anybody approaches their barn
Esp;Veterinarian;Spain;F;31-40;university degree ;Veterinaria;A calm space, a good food and some workers who handle them in a calm way.;Raise their head and direct it to where the sound comes from.;She gets restless and nervous, keeps her head up and is walking and running in the corral.;Sheep watches and develops flight behavior;The sheep runs away or faces kicking the ground with the previous limbs;Vigilante and alert;nervous and restless;Relaxed and attentive;nervous and defensive;If they have a shelter and fences that can not injure the sheep;Monitoring the conditions of the sheep;If you have nasal discharge, lost wool.;During breeding of lambs and grazing behavior and flight reactions;Behavior of pica of pulling wool from sheep to other sheep
Esp;Veterinarian;Spain;F;51-60;university degree ;veterinaria;Sheep, sheep and lambs require a good diet, respecting their ruminant status, good preventive health and adequate and stimulating accommodation, with sufficient space to express their necessary natural behaviors, always with straw at their free disposal Bed mode as forage.;watch and seek refuge in the group;this is a situation of maximum stress for this gregarious animal by nature. Vocalizes and desperately seeks his group;If the animal is a dog its attitude is to group with certain stress. Before known person seeks food and affection.;In front of strange animals, especially dogs, they are very frightened and become stressed, grouping in panic even asphyxiating in the pile. In front of strange people the stress is less.;curious and vigilant;scared / stressed;Vigilant;Scared / stressed;space available, bed state, ventilation, air quality, natural light, shelter from climatic conditions, availability of clean water, availability of food as a concentrate and as forage;availability of sufficient food for their physiological state including a minimum of fiber in the form of fodder (they must always have available fodder, including lambs in bait);Records and a herd preventive medicine plan with periodic routine veterinary supervision should be in place with contingency plans for problems.;Affiliative social behavior, play (lambs), rest, vocalizations;Stereotypies, extreme apathy or excessive reactivity, aggressiveness
